siteID,collectDate,taxonID,scientificName,fishTotalLength,fishWeight,fishLifeStage
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,66,3.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,230,137,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,65,3.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,62,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,48,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,67,4.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,3.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,3.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,85,7.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,72,4.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,107,16.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,80,6.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,163,66.6,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,165,71.7,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,179,89.4,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,69,2.1,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,83,5.3,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,217,117.5,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,77,4.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,68,3.8,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,65,3.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.2,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,82,6.7,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2.8,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,3.1,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,117,30.1,adult
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,195,163.9,gravid female
CRAM,2018-05-01,PERFLA,Perca flavescens,62,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,98,12.1,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,59,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,69,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,71,2.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,75,5.3,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,67,3.8,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,69,1.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,99,5.4,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,115,21.6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,50,1.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,59,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,75,4.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,137,35.4,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,71,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,167,75.6,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,160,64.4,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,179,90.3,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,65,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,166,73.4,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,59,1.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,100,7.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,175,77.6,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,62,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,80,6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,146,44.3,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,57,1.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2.6,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,119,32.3,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,160,64.8,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,184,88.4,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,148,49.7,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,131,30.1,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,72,4.8,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,175,84.8,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,63,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,106,8.7,juvenile
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,111,23.2,gravid female
CRAM,2018-05-01,PERFLA,Perca flavescens,69,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,67,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,168,71.9,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,92,9.2,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,140,37.2,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,1.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.8,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,57,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,61,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,87,9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,169,70.7,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,172,70.3,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,102,14.8,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,1.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,3.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,3.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,81,8.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.5,young of year
CRAM,2018-05-01,UMBLIM,Umbra limi,56,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,80,6.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,85,7.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,46,1.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,71,4.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,2.6,young of year
CRAM,2018-05-01,UMBLIM,Umbra limi,46,1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,86,8.3,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,77,6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,1.7,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,57,1.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.7,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,64,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3.6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,47,1.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,113,16.7,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,75,4.8,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,46,1.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,65,3.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,48,1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,63,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,48,1.3,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,56,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,70,4,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,51,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,45,1.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.6,young of year
CRAM,2018-05-01,UMBLIM,Umbra limi,48,1.5,young of year
CRAM,2018-05-01,UMBLIM,Umbra limi,60,3.3,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,73,5.1,juvenile
CRAM,2018-05-01,UMBLIM,Umbra limi,59,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,80,7.6,juvenile
CRAM,2018-05-01,UMBLIM,Umbra limi,66,3.7,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,52,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,70,5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,3.2,young of year
CRAM,2018-05-01,UMBLIM,Umbra limi,54,1.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,53,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,87,7.5,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,93,6.5,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,2.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,111,11.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,63,1.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,54,1.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.5,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,63,2.9,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,120,30.7,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,71,2.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,59,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,85,7.6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,90,9.7,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,76,5.7,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,82,8.1,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,66,2.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,69,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,72,4.3,juvenile
CRAM,2018-05-01,NOTCRY,Notemigonus crysoleucas,102,8.6,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,75,3.4,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,142,39.5,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,75,5.7,juvenile
CRAM,2018-05-01,UMBLIM,Umbra limi,77,3.5,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,62,2.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,78,5.4,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,85,8,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,63,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,134,34.8,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,152,33.9,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,62,1.9,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,53,1.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,71,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,88,9.3,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,64,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,54,1.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,130,29.9,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,95,11.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,2.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,69,2.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,57,1.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,55,1.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,61,1.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,66,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,96,6.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,61,2.6,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,73,4.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,123,26.1,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,71,2.8,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,49,1.2,young of year
CRAM,2018-05-01,MICSAL,Micropterus salmoides,109,13.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,59,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,63,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,101,13.6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,98,11.6,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,81,6.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,67,3.5,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,98,17,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,68,1.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,60,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,77,5.9,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,62,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,162,61.3,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,62,1.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.8,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,62,2.2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,76,3.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,97,7,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,71,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,106,15.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,145,25.8,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,89,8.7,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,68,3.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,65,1.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,74,5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,72,4.7,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,70,2.5,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,95,11.6,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,63,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,166,67.3,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,50,1.5,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,58,1.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,61,2.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,70,4.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,68,3.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,103,8.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,227,131.4,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,137,26.5,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,87,7.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,137,36.6,adult
CRAM,2018-05-01,NOTCRY,Notemigonus crysoleucas,188,65.7,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,68,4.2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,89,8.3,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2.7,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,58,1.9,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,137,32.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,68,2.6,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2.1,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,66,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,62,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,61,1.8,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,79,6.5,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,102,13.7,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,169,68.7,adult
CRAM,2018-05-01,PERFLA,Perca flavescens,107,9.7,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,58,1.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,118,22.2,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,67,2.4,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,52,1.4,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,71,3.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,73,4.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,64,2.1,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,114,23.1,juvenile
CRAM,2018-05-01,PERFLA,Perca flavescens,63,1.9,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,77,3.5,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,65,2,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,58,1.3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,60,2.3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,72,3,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,62,3,young of year
CRAM,2018-05-01,PERFLA,Perca flavescens,99,7.1,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,56,2.1,young of year
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,57,2.2,young of year
CRAM,2018-05-01,LEPGIB,Lepomis gibbosus,118,30.9,juvenile
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,132,32.1,adult
CRAM,2018-05-01,LEPMAC,Lepomis macrochirus,178,85.9,adult
