uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,reachID,eventID,waterTemp,dissolvedOxygen,specificConductance,samplerType,habitatType,subdominantHabitatType,initialFrequency,initialDutyCycle,initialVoltage,finalFrequency,finalDutyCycle,finalVoltage,efTime,settingsChanged,initialFrequency2,initialDutyCycle2,initialVoltage2,finalFrequency2,finalDutyCycle2,finalVoltage2,efTime2,settingsChanged2,netIntegrity,netSetTime,netEndTime,netDeploymentTime,netLength,netDepth,targetTaxaPresent,remarks,publicationDate,release
8bc1f748-347a-4b81-82b0-c6837f7bc6db,D05,CRAM,CRAM.AOS.riparian.point.04,2019-06-12T01:01:00Z,2019-06-12T16:44:00Z,4,CRAM.20190611.04,CRAM.20190611.04.4.fyke,NA,NA,NA,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-06-12T01:01:00Z,2019-06-12T15:57:00Z,14.93,4.9,NA,Y,NA,20231227T163834Z,RELEASE-2024
f9772716-1df4-47bb-891f-37f0a363d8c8,D05,CRAM,CRAM.AOS.riparian.point.05,2019-06-12T02:40:00Z,2019-06-12T02:50:00Z,1,CRAM.20190610.05,CRAM.20190611.05.1.e-fisher,20.8,7.3,9.8,electrofisher,littoral,NA,50,30,700,50,30,700,374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
d13a174c-3ba0-4681-8184-fb7053c34e70,D05,CRAM,CRAM.AOS.riparian.point.06,2019-06-12T15:46:00Z,2019-06-12T17:02:00Z,5,CRAM.20190610.06,CRAM.20190612.06.5.gill,NA,NA,NA,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-06-12T15:50:00Z,2019-06-12T17:02:00Z,1.2,NA,2.4,N,NA,20231227T163834Z,RELEASE-2024
6a9df28a-1a9c-4fae-8337-9d427daa389c,D05,CRAM,CRAM.AOS.riparian.point.03,2019-06-12T17:09:00Z,2019-06-12T18:33:00Z,5,CRAM.20190612.03,CRAM.20190612.03.5.gill,NA,NA,NA,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-06-12T17:12:00Z,2019-06-12T18:27:00Z,1.25,NA,3.1,N,NA,20231227T163834Z,RELEASE-2024
25518551-4467-47cb-b357-5df31a0223f8,D05,CRAM,CRAM.AOS.riparian.point.06,2019-06-13T00:49:00Z,2019-06-13T16:29:00Z,4,CRAM.20190610.06,CRAM.20190612.06.4.fyke,NA,NA,NA,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-06-13T00:51:00Z,2019-06-13T15:36:00Z,14.75,3,NA,Y,NA,20231227T163834Z,RELEASE-2024
b519c49a-026c-446e-9342-bb9064f00759,D05,CRAM,CRAM.AOS.riparian.point.03,2019-06-13T01:08:00Z,2019-06-13T18:38:00Z,4,CRAM.20190612.03,CRAM.20190612.03.4.fyke,NA,NA,NA,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-06-13T01:10:00Z,2019-06-13T17:01:00Z,15.85,3.9,NA,Y,NA,20231227T163834Z,RELEASE-2024
e625506e-aafd-4509-9e39-b62f7b222808,D05,CRAM,CRAM.AOS.riparian.point.07,2019-06-13T02:30:00Z,2019-06-13T02:43:00Z,1,CRAM.20190610.07,CRAM.20190612.07.1.e-fisher,19.7,7,9.9,electrofisher,littoral,NA,50,30,990,50,30,990,373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,20231227T163834Z,RELEASE-2024
ae934141-c434-478d-8cd0-f7d9ca8eedf3,D05,CRAM,CRAM.AOS.riparian.point.03,2019-06-13T03:06:00Z,2019-06-13T03:20:00Z,1,CRAM.20190612.03,CRAM.20190612.03.1.e-fisher,19.8,7.7,9.5,electrofisher,littoral,NA,50,30,990,50,30,990,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
a778e3e4-9d25-4de2-8bfd-4fd704f2a50c,D05,CRAM,CRAM.AOS.riparian.point.03,2019-06-13T03:50:00Z,2019-06-13T04:04:00Z,2,CRAM.20190612.03,CRAM.20190612.03.2.e-fisher,19.8,7.7,9.5,electrofisher,littoral,NA,50,30,990,50,30,990,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
809817bf-d135-4556-ac76-7a42e8f60e1c,D05,CRAM,CRAM.AOS.riparian.point.03,2019-06-13T04:34:00Z,2019-06-13T04:46:00Z,3,CRAM.20190612.03,CRAM.20190612.03.3.e-fisher,19.8,7.7,9.5,electrofisher,littoral,NA,50,30,990,50,30,990,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
697c58c8-3c23-4c6a-8296-2b6cade253bf,D05,CRAM,CRAM.AOS.riparian.point.07,2019-06-14T01:40:00Z,2019-06-14T15:08:00Z,4,CRAM.20190610.07,CRAM.20190613.07.4.fyke,NA,NA,NA,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-06-14T01:41:00Z,2019-06-14T14:50:00Z,13.15,3.2,NA,Y,NA,20231227T163834Z,RELEASE-2024
8ab519d5-16c7-4d58-b003-f91718053dce,D05,CRAM,CRAM.AOS.riparian.point.10,2019-06-14T02:30:00Z,2019-06-14T02:42:00Z,1,CRAM.20190610.10,CRAM.20190613.10.1.e-fisher,19.3,7.4,9.6,electrofisher,littoral,NA,50,30,990,50,30,990,535,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
e2604b29-8ee3-4c3a-914a-1fdb52a50c2a,D05,CRAM,CRAM.AOS.riparian.point.10,2019-06-14T03:12:00Z,2019-06-14T03:23:00Z,2,CRAM.20190610.10,CRAM.20190613.10.2.e-fisher,NA,NA,NA,electrofisher,littoral,NA,50,30,990,50,30,990,464,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
95119cd9-d4be-44d0-baa0-8c8b35b8a059,D05,CRAM,CRAM.AOS.riparian.point.10,2019-06-14T03:55:00Z,2019-06-14T04:07:00Z,3,CRAM.20190610.10,CRAM.20190613.10.3.e-fisher,NA,NA,NA,electrofisher,littoral,NA,50,30,990,50,30,990,435,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T163834Z,RELEASE-2024
664f6a64-124b-46b2-b432-f744b4c908dd,D05,CRAM,CRAM.AOS.riparian.point.04,2019-10-07T17:20:00Z,2019-10-07T18:30:00Z,5,CRAM.20191007.04,CRAM.20191007.04.5.gill,12.7,8.9,8.6,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-07T17:26:00Z,2019-10-07T18:29:00Z,1.05,NA,5.5,N,NA,20231227T184059Z,RELEASE-2024
418ee51e-7ed1-4ee4-a432-84c6d07dfc12,D05,CRAM,CRAM.AOS.riparian.point.10,2019-10-07T23:00:00Z,2019-10-08T15:01:00Z,4,CRAM.20191007.10,CRAM.20191007.10.4.fyke,12.6,9.1,12.1,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-07T23:03:00Z,2019-10-08T15:00:00Z,15.95,4.9,NA,Y,NA,20231227T184059Z,RELEASE-2024
a19a75c4-c25c-4e0e-8f1c-b5091cb2b6ce,D05,CRAM,CRAM.AOS.riparian.point.07,2019-10-07T23:40:00Z,2019-10-08T16:44:00Z,4,CRAM.20191007.07,CRAM.20191007.07.4.fyke,12.3,9.6,11.6,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-07T23:41:00Z,2019-10-08T16:22:00Z,16.68,1.8,NA,Y,NA,20231227T184059Z,RELEASE-2024
9ef8c5ca-f0cf-40e5-b777-c062b85ca4e5,D05,CRAM,CRAM.AOS.riparian.point.03,2019-10-08T01:15:00Z,2019-10-08T01:24:00Z,1,CRAM.20191007.03,CRAM.20191007.03.1.e-fisher,12.6,9.2,11,electrofisher,littoral,NA,40,30,500,40,30,500,445,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
cd693437-6f3c-441e-9502-52f233bcb749,D05,CRAM,CRAM.AOS.riparian.point.03,2019-10-08T02:11:00Z,2019-10-08T02:27:00Z,2,CRAM.20191007.03,CRAM.20191007.03.2.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,766,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
76c004d2-20e1-4107-a6c5-f3c03824d818,D05,CRAM,CRAM.AOS.riparian.point.03,2019-10-08T02:57:00Z,2019-10-08T03:13:00Z,3,CRAM.20191007.03,CRAM.20191007.03.3.e-fisher,12.6,9.2,11,electrofisher,littoral,NA,40,30,500,40,30,500,904,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
27f129d7-c2ed-4427-a8b2-99cd7a25ee80,D05,CRAM,CRAM.AOS.riparian.point.05,2019-10-08T16:30:00Z,2019-10-08T17:32:00Z,5,CRAM.20191007.05,CRAM.20191008.05.5.gill,13,9.5,11.6,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-10-08T16:30:00Z,2019-10-08T17:30:00Z,1,NA,4.2,N,NA,20231227T184059Z,RELEASE-2024
cfa142a4-95d5-478b-87dc-27e588bf5dc7,D05,CRAM,CRAM.AOS.riparian.point.03,2019-10-08T16:54:00Z,2019-10-08T17:59:00Z,5,CRAM.20191007.03,CRAM.20191008.03.5.gill,12.8,9,11.4,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2019-10-08T16:54:00Z,2019-10-08T17:54:00Z,1,NA,4.6,N,NA,20231227T184059Z,RELEASE-2024
05cbc8db-23d1-4c41-9fe3-b32825b7146f,D05,CRAM,CRAM.AOS.riparian.point.05,2019-10-08T23:20:00Z,2019-10-09T15:08:00Z,4,CRAM.20191007.05,CRAM.20191008.05.4.fyke,13,9.1,11.3,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-08T23:32:00Z,2019-10-09T15:00:00Z,15.47,3.7,NA,Y,NA,20231227T184059Z,RELEASE-2024
13d96b90-2cf8-41a6-8a78-341232345695,D05,CRAM,CRAM.AOS.riparian.point.03,2019-10-08T23:33:00Z,2019-10-09T14:46:00Z,4,CRAM.20191007.03,CRAM.20191008.03.4.fyke,13.2,9,11.1,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-08T23:45:00Z,2019-10-09T14:45:00Z,15,5.7,NA,N,NA,20231227T184059Z,RELEASE-2024
5231cffa-9176-44a3-984e-30fe9f6121e3,D05,CRAM,CRAM.AOS.riparian.point.04,2019-10-08T23:57:00Z,2019-10-09T00:09:00Z,1,CRAM.20191007.04,CRAM.20191008.04.1.e-fisher,13.3,8.8,11.1,electrofisher,littoral,NA,40,30,500,40,30,500,224,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
71b01876-6a0a-4ba4-a338-205c2b848fb8,D05,CRAM,CRAM.AOS.riparian.point.06,2019-10-09T00:16:00Z,2019-10-09T00:40:00Z,1,CRAM.20191008.06,CRAM.20191008.06.1.e-fisher,12.9,8.5,11.3,electrofisher,littoral,NA,40,30,500,40,30,500,356,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
87544017-0185-40ff-97bc-a97b79101cc8,D05,CRAM,CRAM.AOS.riparian.point.05,2019-10-09T00:20:00Z,2019-10-09T00:58:00Z,1,CRAM.20191007.05,CRAM.20191008.05.1.e-fisher,12.6,8.4,11,electrofisher,littoral,NA,40,30,500,40,30,500,462,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,N,NA,20231227T184059Z,RELEASE-2024
3d52e2aa-1689-4fce-9f2d-96ca35b36be2,D05,CRAM,CRAM.AOS.riparian.point.06,2019-10-09T01:12:00Z,2019-10-09T01:25:00Z,2,CRAM.20191008.06,CRAM.20191008.06.2.e-fisher,12.9,8.5,11.3,electrofisher,littoral,NA,40,30,500,40,30,500,487,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
ea0cca62-ab37-4e6c-98ba-3def60df66a1,D05,CRAM,CRAM.AOS.riparian.point.06,2019-10-09T01:55:00Z,2019-10-09T02:07:00Z,3,CRAM.20191008.06,CRAM.20191008.06.3.e-fisher,12.9,8.5,11.3,electrofisher,littoral,NA,40,30,500,40,30,500,494,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
1d2d112a-ae89-4266-a175-3a8db84a870e,D05,CRAM,CRAM.AOS.riparian.point.10,2019-10-09T15:27:00Z,2019-10-09T16:47:00Z,5,CRAM.20191007.10,CRAM.20191009.10.5.gill,12.6,9.9,11.6,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-09T15:32:00Z,2019-10-09T16:37:00Z,1.08,NA,2.9,Y,NA,20231227T184059Z,RELEASE-2024
c668f37a-bf97-46d3-97b2-5eb8ca47b55b,D05,CRAM,CRAM.AOS.riparian.point.07,2019-10-09T15:56:00Z,2019-10-09T17:04:00Z,5,CRAM.20191007.07,CRAM.20191009.07.5.gill,12.4,9,11.4,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-09T16:00:00Z,2019-10-09T17:00:00Z,1,NA,3.2,N,NA,20231227T184059Z,RELEASE-2024
f9c8204e-aa61-4a4e-b3b6-3b3437e674ce,D05,CRAM,CRAM.AOS.riparian.point.04,2019-10-09T23:10:00Z,2019-10-10T14:52:00Z,4,CRAM.20191007.04,CRAM.20191009.04.4.fyke,13.3,8.9,11.5,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-09T23:24:00Z,2019-10-10T14:50:00Z,15.43,5.8,NA,Y,NA,20231227T184059Z,RELEASE-2024
2b6a4c24-df6e-4e45-b909-10adae8c849e,D05,CRAM,CRAM.AOS.riparian.point.06,2019-10-09T23:37:00Z,2019-10-10T15:59:00Z,4,CRAM.20191008.06,CRAM.20191009.06.4.fyke,13.1,9.1,11.2,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-09T23:50:00Z,2019-10-10T15:06:00Z,15.27,4.9,NA,Y,NA,20231227T184059Z,RELEASE-2024
ff203378-c818-4679-a915-6556ac988ef7,D05,CRAM,CRAM.AOS.riparian.point.07,2019-10-10T00:12:00Z,2019-10-10T00:40:00Z,1,CRAM.20191007.07,CRAM.20191009.07.1.e-fisher,12.5,9.1,11.2,electrofisher,littoral,NA,40,30,500,40,30,500,524,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
4a02ad6f-507c-42b7-8122-9dd81174c03b,D05,CRAM,CRAM.AOS.riparian.point.10,2019-10-10T01:00:00Z,2019-10-10T01:14:00Z,1,CRAM.20191007.10,CRAM.20191009.10.1.e-fisher,13.2,7.4,11.6,electrofisher,littoral,NA,40,30,500,40,30,500,547,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
0dd32ad6-acef-4440-bccd-c7503b102dee,D05,CRAM,CRAM.AOS.riparian.point.10,2019-10-10T01:44:00Z,2019-10-10T01:57:00Z,2,CRAM.20191007.10,CRAM.20191009.10.2.e-fisher,13.2,7.4,11.6,electrofisher,littoral,NA,40,30,500,40,30,500,538,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
c322d607-c0f2-4483-bf03-6bf78de5ec4e,D05,CRAM,CRAM.AOS.riparian.point.10,2019-10-10T02:44:00Z,2019-10-10T02:45:00Z,3,CRAM.20191007.10,CRAM.20191009.10.3.e-fisher,13.2,7.4,11.6,electrofisher,littoral,NA,40,30,500,40,30,500,499,0,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,NA,NA,NA,NA,NA,Y,NA,20231227T184059Z,RELEASE-2024
56e0a5fe-4f43-40dd-8a7b-2e099dafccb8,D05,CRAM,CRAM.AOS.riparian.point.06,2019-10-10T15:37:00Z,2019-10-10T16:55:00Z,5,CRAM.20191008.06,CRAM.20191010.06.5.gill,12.5,8.7,11.2,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2019-10-10T15:43:00Z,2019-10-10T16:48:00Z,1.08,NA,5.5,N,NA,20231227T184059Z,RELEASE-2024
5ab62d68-7cf6-4206-ba12-dbf9c6eecd31,D05,CRAM,CRAM.AOS.riparian.point.03,2020-09-21T20:32:00Z,2020-09-22T17:43:00Z,4,CRAM.20200921.03,CRAM.20200921.03.4.fyke,17.5,9.3,10.5,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2020-09-21T20:32:00Z,2020-09-22T17:33:00Z,21.02,7.5,NA,Y,NA,20231227T214022Z,RELEASE-2024
5bb80a5c-1b47-4eee-8be2-93ba67b0cb89,D05,CRAM,CRAM.AOS.riparian.point.01,2020-09-21T20:58:00Z,2020-09-22T17:15:00Z,4,CRAM.20200921.01,CRAM.20200921.01.4.fyke,16.1,8.9,10.5,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2020-09-21T21:00:00Z,2020-09-22T16:06:00Z,19.1,4.8,NA,Y,NA,20231227T214022Z,RELEASE-2024
1c5641f4-6f81-4eee-a3bc-f56fc629317b,D05,CRAM,CRAM.AOS.riparian.point.01,2020-09-22T01:08:00Z,2020-09-22T02:28:00Z,1,CRAM.20200921.01,CRAM.20200921.01.1.e-fisher,16.1,11.3,11.3,electrofisher,littoral,NA,40,30,500,40,30,500,306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,20231227T214022Z,RELEASE-2024
20804849-a2a2-4a54-9ab8-79df4c862217,D05,CRAM,CRAM.AOS.riparian.point.03,2020-09-22T02:55:00Z,2020-09-22T03:06:00Z,1,CRAM.20200921.03,CRAM.20200921.03.1.e-fisher,16.1,10,10.2,electrofisher,littoral,NA,40,30,500,40,30,500,604,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T214022Z,RELEASE-2024
8717cee8-f394-4bcc-af2d-7b93e28bc0f4,D05,CRAM,CRAM.AOS.riparian.point.03,2020-09-22T04:25:00Z,2020-09-22T04:36:00Z,2,CRAM.20200921.03,CRAM.20200921.03.2.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,326,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T214022Z,RELEASE-2024
b52252d2-07fa-44e8-bf22-7b3f67493f4d,D05,CRAM,CRAM.AOS.riparian.point.03,2020-09-22T05:15:00Z,2020-09-22T05:24:00Z,3,CRAM.20200921.03,CRAM.20200922.03.3.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,428,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231227T214022Z,RELEASE-2024
b5170468-c102-48f4-a5fb-d1ce8e2f2596,D05,CRAM,CRAM.AOS.riparian.point.03,2020-09-22T17:45:00Z,2020-09-22T19:00:00Z,5,CRAM.20200921.03,CRAM.20200922.03.5.gill,17.3,11.5,10.9,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2020-09-22T17:53:00Z,2020-09-22T18:56:00Z,1.05,NA,3,N,NA,20231227T214022Z,RELEASE-2024
dbca37bd-9c7e-4857-b582-e2c6d7064de5,D05,CRAM,CRAM.AOS.riparian.point.01,2020-09-22T17:55:00Z,2020-09-22T19:12:00Z,5,CRAM.20200921.01,CRAM.20200922.01.5.gill,16.1,10.4,11,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2020-09-22T17:58:00Z,2020-09-22T19:08:00Z,1.17,NA,6.5,N,NA,20231227T214022Z,RELEASE-2024
e17f8b6a-3f7e-4c6d-bb5c-e58423e69ac3,D05,CRAM,CRAM.AOS.riparian.point.04,2021-05-18T18:39:00Z,2021-05-18T18:42:00Z,5,CRAM.20210518.04,CRAM.20210518.04.5.gill,18.2,10.1,11.5,gill net,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2021-05-18T17:20:00Z,2021-05-18T18:41:00Z,1.35,NA,4.8,N,NA,20231228T002446Z,RELEASE-2024
563a8aac-8b67-41ad-8c71-4333a2135223,D05,CRAM,CRAM.AOS.riparian.point.10,2021-05-19T01:05:00Z,2021-05-19T17:35:00Z,4,CRAM.20210518.10,CRAM.20210518.10.4.fyke,17.7,9,11.3,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2021-05-19T01:14:00Z,2021-05-19T15:59:00Z,14.75,4,NA,Y,NA,20231228T002446Z,RELEASE-2024
c1393cf8-9686-4c58-90a1-6a967fed54ed,D05,CRAM,CRAM.AOS.riparian.point.02,2021-05-19T01:26:00Z,2021-05-19T19:32:00Z,4,CRAM.20210518.02,CRAM.20210518.02.4.fyke,18,9.2,11.2,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<10% compromised,2021-05-19T01:33:00Z,2021-05-19T17:54:00Z,16.35,7,NA,Y,Parts of lead line not tight on substrate but <10%,20231228T002446Z,RELEASE-2024
56eaa2ba-5524-4e05-9a94-f7e497a1fa1a,D05,CRAM,CRAM.AOS.riparian.point.04,2021-05-19T02:04:00Z,2021-05-19T02:16:00Z,1,CRAM.20210518.04,CRAM.20210518.04.1.e-fisher,18.7,9.3,11.3,electrofisher,littoral,NA,40,30,500,40,30,500,490,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
0032ed6b-8b37-43cf-bf00-54f6509938bc,D05,CRAM,CRAM.AOS.riparian.point.03,2021-05-19T03:58:00Z,2021-05-19T04:21:00Z,1,CRAM.20210518.03,CRAM.20210518.03.1.e-fisher,18.6,8.7,11.4,electrofisher,littoral,NA,40,30,500,40,30,500,740,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
93f39021-1591-42ef-a573-80fd319599db,D05,CRAM,CRAM.AOS.riparian.point.03,2021-05-19T05:08:00Z,2021-05-19T05:22:00Z,2,CRAM.20210518.03,CRAM.20210519.03.2.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,569,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
c17496cf-cd1e-426a-9afb-fb334dea6e18,D05,CRAM,CRAM.AOS.riparian.point.03,2021-05-19T05:55:00Z,2021-05-19T06:06:00Z,3,CRAM.20210518.03,CRAM.20210519.03.3.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,538,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
317b9cf1-3a5b-4529-9882-6944ccd12c61,D05,CRAM,CRAM.AOS.riparian.point.04,2021-05-20T01:23:00Z,2021-05-20T16:06:00Z,4,CRAM.20210518.04,CRAM.20210519.04.4.fyke,18.2,9.7,11.4,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2021-05-20T01:25:00Z,2021-05-20T15:50:00Z,14.42,6.4,NA,Y,NA,20231228T002446Z,RELEASE-2024
46f8eb16-b9e3-4181-8ea1-8e98741ee5c2,D05,CRAM,CRAM.AOS.riparian.point.03,2021-05-20T01:38:00Z,2021-05-20T18:31:00Z,4,CRAM.20210518.03,CRAM.20210519.03.4.fyke,18.4,9.6,11.4,mini-fyke net,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,2021-05-20T01:39:00Z,2021-05-20T16:12:00Z,14.55,6.4,NA,Y,NA,20231228T002446Z,RELEASE-2024
24967504-7ef1-4f9b-88bf-c6483bc579c6,D05,CRAM,CRAM.AOS.riparian.point.10,2021-05-20T02:25:00Z,2021-05-20T02:41:00Z,1,CRAM.20210518.10,CRAM.20210519.10.1.e-fisher,NA,NA,NA,electrofisher,littoral,NA,40,30,500,40,30,500,689,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
eb12f87d-baf8-4738-8209-37dc90284d89,D05,CRAM,CRAM.AOS.riparian.point.10,2021-05-20T03:27:00Z,2021-05-20T03:41:00Z,2,CRAM.20210518.10,CRAM.20210519.10.2.e-fisher,18.1,9.8,11.5,electrofisher,littoral,NA,40,30,500,40,30,500,671,0,NA,NA,NA,NA,NA,NA,NA,NA,Not compromised,NA,NA,NA,NA,NA,Y,NA,20231228T002446Z,RELEASE-2024
