table,fieldName,description,dataType,units,downloadPkg,pubFormat,primaryKey,categoricalCodeName
waq_instantaneous,specificCondFinalQFSciRvw,"Specific conductance final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygen,Dissolved Oxygen Concentration,real,milligramsPerLiter,basic,*.##(round),NA,NA
waq_instantaneous,dissolvedOxygenExpUncert,Expanded uncertainty for dissolved oxygen,real,milligramsPerLiter,basic,*.##(round),NA,NA
waq_instantaneous,dissolvedOxygenRangeQF,Dissolved oxygen quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenStepQF,Dissolved oxygen quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenNullQF,Dissolved oxygen quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenGapQF,Dissolved oxygen quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenSpikeQF,Dissolved oxygen quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenValidCalQF,Quality flag for the valid calibration check of dissolved oxygen detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenSuspectCalQF,Quality flag for the suspect calibration check of dissolved oxygen detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenPersistenceQF,Dissolved oxygen quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenAlphaQF,Dissolved oxygen quality assurance and quality control report for the alpha quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenBetaQF,Dissolved oxygen quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,dissolvedOxygenFinalQF,Dissolved oxygen final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),signed integer,NA,basic,integer,NA,NA
waq_instantaneous,dissolvedOxygenFinalQFSciRvw,"Dissolved oxygen final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDissolvedOxygenSat,Dissolved oxygen percent saturation corrected to sea level,real,percent,basic,*.##(round),NA,NA
waq_instantaneous,seaLevelDOSatExpUncert,Expanded uncertainty for dissolved oxygen saturation corrected to sea level,real,percent,basic,*.##(round),NA,NA
waq_instantaneous,seaLevelDOSatRangeQF,Dissolved oxygen saturation corrected to sea level quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatStepQF,Dissolved oxygen saturation corrected to sea level quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatNullQF,Dissolved oxygen saturation corrected to sea level quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatGapQF,Dissolved oxygen saturation corrected to sea level quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatSpikeQF,Dissolved oxygen saturation corrected to sea level quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatValidCalQF,Quality flag for the valid calibration check of dissolved oxygen saturation corrected to sea level detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatSuspectCalQF,Quality flag for the suspect calibration check of dissolved oxygen saturation corrected to sea level detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatPersistQF,Dissolved oxygen saturation corrected to sea level quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatAlphaQF,Dissolved oxygen saturation corrected to sea level quality assurance and quality control report for the alpha quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatBetaQF,Dissolved oxygen saturation corrected to sea level quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,seaLevelDOSatFinalQF,Dissolved oxygen saturation corrected to sea level final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,seaLevelDOSatFinalQFSciRvw,"Dissolved oxygen saturation corrected to sea level final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDissolvedOxygenSat,Dissolved oxygen percent saturation at local conditions,real,percent,basic,*.##(round),NA,NA
waq_instantaneous,localDOSatExpUncert,Expanded uncertainty for dissolved oxygen saturation at local conditions,real,percent,basic,*.##(round),NA,NA
waq_instantaneous,localDOSatRangeQF,Dissolved oxygen saturation at local conditions quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatStepQF,Dissolved oxygen saturation at local conditions quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatNullQF,Dissolved oxygen saturation at local conditions quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatGapQF,Dissolved oxygen saturation at local conditions quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatSpikeQF,Dissolved oxygen saturation at local conditions quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatValidCalQF,Quality flag for the valid calibration check of dissolved oxygen saturation at local conditions detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatSuspectCalQF,Quality flag for the suspect calibration check of dissolved oxygen saturation at local conditions detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatPersistQF,Dissolved oxygen saturation at local conditions quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatAlphaQF,Dissolved oxygen saturation at local conditions quality assurance and quality control report for the alpha quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatBetaQF,Dissolved oxygen saturation at local conditions quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,localDOSatFinalQF,Dissolved oxygen saturation at local conditions final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,localDOSatFinalQFSciRvw,"Dissolved oxygen saturation at local conditions final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,pH,Measurement of pH in sample,real,pH,basic,*.##(round),NA,NA
waq_instantaneous,pHExpUncert,Expanded uncertainty for pH,real,pH,basic,*.##(round),NA,NA
waq_instantaneous,pHRangeQF,pH quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHStepQF,pH quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHNullQF,pH quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHGapQF,pH quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHSpikeQF,pH quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHValidCalQF,Quality flag for the valid calibration check of pH detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHSuspectCalQF,Quality flag for the suspect calibration check of pH detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHPersistenceQF,pH quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHAlphaQF,pH quality assurance and quality control report for the alpha quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHBetaQF,pH quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,pHFinalQF,pH final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,pHFinalQFSciRvw,"pH final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyll,Chlorophyll a concentration in water,real,microgramsPerLiter,basic,*.##(round),NA,NA
waq_instantaneous,chlorophyllExpUncert,Expanded uncertainty for chlorophyll a,real,microgramsPerLiter,basic,*.##(round),NA,NA
waq_instantaneous,chlorophyllRangeQF,Chlorophyll a quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllStepQF,Chlorophyll a quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllNullQF,Chlorophyll a quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllGapQF,Chlorophyll a quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllSpikeQF,Chlorophyll a quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllValidCalQF,Quality flag for the valid calibration check of chlorophyll a detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllSuspectCalQF,Quality flag for the suspect calibration check of chlorophyll a detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllPersistenceQF,Chlorophyll a quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllAlphaQF,Chlorophyll a quality assurance and quality control report for the alchlorophyll aa quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllBetaQF,Chlorophyll a quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlorophyllFinalQF,Chlorophyll a final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,chlorophyllFinalQFSciRvw,"Chlorophyll a final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelativeFluorescence,Fluorescence response to chlorophyll a,real,NA,basic,*.##(round),NA,NA
waq_instantaneous,chlaRelFluoroExpUncert,Expanded uncertainty for fluorescence response to chlorophyll a,real,microgramsPerLiter,basic,*.##(round),NA,NA
waq_instantaneous,chlaRelFluoroRangeQF,Fluorescence response to chlorophyll a quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroStepQF,Fluorescence response to chlorophyll a quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroNullQF,Fluorescence response to chlorophyll a quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroGapQF,Fluorescence response to chlorophyll a quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroSpikeQF,Fluorescence response to chlorophyll a quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroValidCalQF,Quality flag for the valid calibration check of fluorescence response to chlorophyll a detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroSuspectCalQF,Quality flag for the suspect calibration check of fluorescence response to chlorophyll a detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroPersistenceQF,Fluorescence response to chlorophyll a quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroAlphaQF,Fluorescence response to chlorophyll a quality assurance and quality control report for the alchlorophyll aa quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroBetaQF,Fluorescence response to chlorophyll a quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,chlaRelFluoroFinalQF,Fluorescence response to chlorophyll a final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,chlaRelFluoroFinalQFSciRvw,"Fluorescence response to chlorophyll a final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidity,Turbidity of water as FNU,real,formazinNephelometricUnit,basic,*.##(round),NA,NA
waq_instantaneous,turbidityExpUncert,Expanded uncertainty for turbidity,real,formazinNephelometricUnit,basic,*.##(round),NA,NA
waq_instantaneous,turbidityRangeQF,Turbidity quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityStepQF,Turbidity quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityNullQF,Turbidity quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityGapQF,Turbidity quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbiditySpikeQF,Turbidity quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityValidCalQF,Quality flag for the valid calibration check of turbidity detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbiditySuspectCalQF,Quality flag for the suspect calibration check of turbidity detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityPersistenceQF,Turbidity quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityAlphaQF,Turbidity quality assurance and quality control report for the alturbiditya quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityBetaQF,Turbidity quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,turbidityFinalQF,Turbidity final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,turbidityFinalQFSciRvw,"Turbidity final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOM,Fluorescent dissolved organic matter concentration as quinine sulfate equivalents,real,quinineSulfateUnit,basic,*.##(round),NA,NA
waq_instantaneous,rawCalibratedfDOM,Calibrated fluorescent dissolved organic matter concentration as quinine sulfate equivalents without temperature or absorbance corrections,real,quinineSulfateUnit,basic,*.##(round),NA,NA
waq_instantaneous,fDOMExpUncert,Expanded uncertainty for fDOM,real,quinineSulfateUnit,basic,*.##(round),NA,NA
waq_instantaneous,fDOMRangeQF,fDOM quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMStepQF,fDOM quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMNullQF,fDOM quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMGapQF,fDOM quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMSpikeQF,fDOM quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMValidCalQF,Quality flag for the valid calibration check of fDOM detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMSuspectCalQF,Quality flag for the suspect calibration check of fDOM detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMPersistenceQF,fDOM quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMAlphaQF,fDOM quality assurance and quality control report for the alfDOMa quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMBetaQF,fDOM quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run)),signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMTempQF,Quality flag indicating that fDOM temperature corrections were applied = 0 or unable to be applied = 1,signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMAbsQF,Quality flag indicating that fDOM absorbance corrections were applied = 0; unable to be applied = 1; absorbance values were high = 2; calculated correction factor was 1 (i.e. no absorbance correction was made) = 3,signed integer,NA,expanded,integer,NA,NA
waq_instantaneous,fDOMFinalQF,fDOM final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in NEON.DOC.004931 (1=fail; 0=pass),unsigned integer,NA,basic,integer,NA,NA
waq_instantaneous,fDOMFinalQFSciRvw,"fDOM final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)",unsigned integer,NA,expanded,integer,NA,NA
waq_instantaneous,buoyNAFlag,Flag indicating that data could not be published due to an error on the buoy (1=fail 0=pass -1=NA (i.e. could not be run)),signed integer,NA,basic,integer,NA,NA
waq_instantaneous,spectrumCount,The number of absorbance spectra (AKA SUNA light frames) that were averaged to correct the fDOM and or chla data. Up to 50 light frames will be averaged,integer,number,expanded,integer,NA,NA
waq_instantaneous,publicationDate,Date of data publication on the NEON data portal,dateTime,NA,appended by stackByTable,NA,N,NA
waq_instantaneous,release,Identifier for data release,string,NA,appended by stackByTable,NA,N,NA
